Province,District,Palika,Category,Status,Rows_Added,Started_Date,Completed_Date,Notes
Sudurpashchim Province,Doti,Shikhar Municipality,Government Services; Information & Inquiry; Women & Children; Disaster & Rescue; Ward Offices,Completed,36,2026-09-02,2026-09-02,"Official municipal staff, officials, ward chair, and office contact directories searched; all rows have official source URLs."
Sudurpashchim Province,Doti,Aadarsha Rural Municipality,Government Services; Health & Ambulance; Information & Inquiry; Other,Completed,12,2026-09-02,2026-09-02,Official rural municipality staff directory and official home page searched; all rows have official source URLs.
Sudurpashchim Province,Doti,K.I. Singh Rural Municipality,Government Services; Information & Inquiry; Health & Ambulance; Ward Offices,Completed,14,2026-09-02,2026-09-02,Official staff and elected-representative directories searched; all rows have official source URLs.
Sudurpashchim Province,Doti,Sayal Rural Municipality,Government Services; Health & Ambulance; Information & Inquiry,Completed,10,2026-09-02,2026-09-02,Official contact and staff directories searched; all rows have official source URLs.
Sudurpashchim Province,Doti,Bogatan Fudsil Rural Municipality,Government Services; Information & Inquiry; Health & Ambulance; Women & Children,Completed,12,2026-09-02,2026-09-02,"Official staff, representative, and home-page contact directories searched; all rows have official source URLs. CAO number differs between official pages."
Sudurpashchim Province,Doti,Badikedar Rural Municipality,Government Services; Information & Inquiry,Completed,10,2026-09-02,2026-09-02,"Official staff, representatives, and contact directories searched; all rows have official source URLs."
Sudurpashchim Province,Doti,Purbichauki Rural Municipality,Government Services; Information & Inquiry; Women & Children; Other,Completed,8,2026-09-02,2026-09-02,Official staff and office directories searched; all rows have official source URLs.
Sudurpashchim Province,Doti,Jorayal Rural Municipality,Government Services; Information & Inquiry; Health & Ambulance; Ward Offices; Other,Completed,21,2026-09-02,2026-09-02,Official two-page staff directory and elected-representative directory searched; all rows have official source URLs.
Sudurpashchim Province,Achham,Mangalsen Municipality,Government Services; Health & Ambulance; Information & Inquiry; Women & Children,Completed,17,2026-09-02,2026-09-02,Official municipality staff directory and home page searched; all rows have official source URLs.
Sudurpashchim Province,Achham,Kamalbazar Municipality,Government Services; Information & Inquiry,Completed,5,2026-09-02,2026-09-02,"Official home, elected officials, staff, and contact pages searched; all rows have official source URLs."
Sudurpashchim Province,Achham,Sanfebagar Municipality,Government Services; Information & Inquiry; Health & Ambulance; Women & Children; Ward Offices; Other,Completed,30,2026-09-02,2026-09-02,"Official staff pages, elected-official list, and municipal contact page searched; all rows have official source URLs."
Sudurpashchim Province,Achham,Panchdeval Binayak Municipality,Government Services; Information & Inquiry; Health & Ambulance; Women & Children; Ward Offices; Other,Completed,26,2026-09-02,2026-09-02,"Official staff, representatives, and office contact directories searched; all rows have official source URLs."
Sudurpashchim Province,Achham,Ramaroshan Rural Municipality,Government Services; Health & Ambulance; Women & Children; Ward Offices; Other,Completed,27,2026-09-02,2026-09-02,Official two-page staff and elected-representative directories searched; all rows have official source URLs.
Sudurpashchim Province,Achham,Bannigadhi Jaygadh Rural Municipality,Government Services; Information & Inquiry; Ward Offices; Other,Completed,18,2026-09-02,2026-09-02,Official staff and elected-representative directories searched; all rows have official source URLs.
Sudurpashchim Province,Achham,Mellekh Rural Municipality,Government Services; Information & Inquiry; Ward Offices,Completed,10,2026-09-02,2026-09-02,"Official home, current staff, elected-official, and contact pages searched; all rows have official source URLs."
Sudurpashchim Province,Achham,Chaurpati Rural Municipality,Government Services; Information & Inquiry; Health & Ambulance; Women & Children; Ward Offices,Completed,21,2026-09-02,2026-09-02,"Official staff, home, ward, and contact directories searched; all rows have official source URLs."
Sudurpashchim Province,Achham,Dhakari Rural Municipality,Government Services; Ward Offices; Health & Ambulance; Electricity & Utilities,Completed,76,2026-09-02,2026-09-02,Official elected-representative and municipal staff directory sweep; categories reflect contacts added in this batch.
Sudurpashchim Province,Achham,Turmakhand Rural Municipality,Government Services; Ward Offices; Health & Ambulance; Women & Children; Disaster & Rescue; Information & Inquiry,Completed,36,2026-09-02,2026-09-02,Official municipal leadership and staff-directory sweep; categories reflect contacts added in this batch.
Sudurpashchim Province,Bajura,Badimalika Municipality,Government Services; Ward Offices; Health & Ambulance; Information & Inquiry,Completed,43,2026-09-02,2026-09-02,"Official elected-official, municipal office, and current staff-directory sweep; categories reflect contacts added in this batch."
Sudurpashchim Province,Bajura,Triveni Municipality,Government Services; Ward Offices; Health & Ambulance; Information & Inquiry; Other,Completed,24,2026-09-02,2026-09-02,"Official current executive, municipal office, and Ward 1 directory sweep; categories reflect contacts added in this batch."
Sudurpashchim Province,Bajura,Budhiganga Municipality,Government Services; Ward Offices; Health & Ambulance; Women & Children; Information & Inquiry,Completed,47,2026-09-02,2026-09-02,Official elected-representative and current staff-directory sweep; categories reflect contacts added in this batch.
Sudurpashchim Province,Bajura,Budhinanda Municipality,Government Services; Ward Offices; Information & Inquiry; Government Complaints,Completed,24,2026-09-02,2026-09-02,"Official elected-representative, staff, department-line and municipal complaint-service sweep; categories reflect contacts added in this batch."
Sudurpashchim Province,Bajura,Swamikartik Khapar Rural Municipality,Government Services; Ward Offices; Health & Ambulance; Information & Inquiry,Needs Review,34,2026-09-02,2026-09-02,Current official municipal contacts added as Verified; 2020 official ward-profile contacts retained as Needs Review pending confirmation.
Sudurpashchim Province,Bajura,Jagannath Rural Municipality,Government Services; Health & Ambulance; Information & Inquiry,Completed,9,2026-09-02,2026-09-02,"Official current leadership, municipal services, information and ambulance-contact sweep."
Sudurpashchim Province,Bajura,Gaumul Rural Municipality,Government Services; Ward Offices; Health & Ambulance; Information & Inquiry,Completed,19,2026-09-02,2026-09-02,Official current leadership and staff-directory sweep; categories reflect contacts added in this batch.
Sudurpashchim Province,Bajura,Khaptad Chhededaha Rural Municipality,Government Services; Health & Ambulance; Information & Inquiry,Completed,6,2026-09-02,2026-09-02,Official current municipal staff and office-contact sweep.
Sudurpashchim Province,Bajura,Himali Rural Municipality,Government Services; Health & Ambulance; Information & Inquiry,Needs Review,27,2026-09-02,2026-09-02,Current municipal directory contacts added as Verified; official health-directory contacts are Needs Review pending current-assignment confirmation.
Sudurpashchim Province,Baitadi,Dasharathchand Municipality,Government Services; Government Complaints; Electricity & Utilities; Disaster & Rescue; Information & Inquiry,Completed,15,2026-09-02,2026-09-02,Official municipal leadership and current local-service directory sweep.
Sudurpashchim Province,Darchula,Mahakali Municipality,Government Services; Health & Ambulance,Needs Review,39,2026-09-02,2026-09-02,Official municipal staff directory sweep. Role assignments require currency review because this listing was crawled in 2025.
Sudurpashchim Province,Darchula,Api Himal Rural Municipality,Ward Offices,Completed,14,2026-09-02,2026-09-02,Official elected-representatives directory sweep; published ward numbers were not available for these roles.
Sudurpashchim Province,Darchula,Marma Rural Municipality,Ward Offices; Government Services; Disaster & Rescue,Needs Review,30,2026-09-02,2026-09-02,10 current official representative contacts verified; 20 official staff directory contacts need role-currency review.
Sudurpashchim Province,Darchula,Byas Rural Municipality,Government Services; Ward Offices,Completed,7,2026-09-02,2026-09-02,Current officeholder and ward-chair contact sweep from official municipality directory.
Sudurpashchim Province,Darchula,Lekam Rural Municipality,Ward Offices,Completed,5,2026-09-02,2026-09-02,Official elected-representatives directory sweep; Ward 3 chairperson was already recorded as municipal spokesperson.
Sudurpashchim Province,Darchula,Naugad Rural Municipality,Government Services; Ward Offices; Health & Ambulance; Disaster & Rescue; Electricity & Utilities,Needs Review,29,2026-09-02,2026-09-02,13 current official roster contacts verified; 16 contacts from explicitly labeled official former-staff directory need review.
Sudurpashchim Province,Baitadi,Pancheshwor Rural Municipality,Government Services; Ward Offices; Health & Ambulance; Disaster & Rescue,Completed,48,2026-09-02,2026-09-02,"Expanded current official staff-directory sweep, including ward, health, ambulance, disaster, agriculture and animal-service roles."
Sudurpashchim Province,Baitadi,Surnaya Rural Municipality,Government Services; Information & Inquiry; Health & Ambulance; Women & Children; Government Complaints,Needs Review,13,2026-09-02,2026-09-02,"10 current official contacts verified, including ambulance driver; 3 former staff contacts retained for review."
Sudurpashchim Province,Baitadi,Dilasaini Rural Municipality,Ward Offices; Government Services,Completed,12,2026-09-02,2026-09-02,Current official representative-directory sweep; Ward 5 chairperson already represented as the municipality spokesperson.
Sudurpashchim Province,Baitadi,Dogdakedar Rural Municipality,Government Services; Information & Inquiry; Ward Offices,Needs Review,32,2026-09-02,2026-09-02,"Added four current official office/executive records and 28 official ward roster records. Ward roster pages were submitted in 2018, so those roles are marked Needs Review."
Sudurpashchim Province,Baitadi,Melauli Municipality,Government Services,Completed,10,2026-09-02,2026-09-02,Official staff-directory page 2 sweep. Existing Bishna Mahara record was retained without duplication.
Sudurpashchim Province,Baitadi,Purchaudi Municipality,Ward Offices,Completed,10,2026-09-02,2026-09-02,Current official elected-representatives directory sweep.
Sudurpashchim Province,Doti,Dipayal Silgadhi Municipality,Information & Inquiry; Government Services; Health & Ambulance,Completed,8,2026-09-02,2026-09-02,Official municipal staff and contact-widget sweep. A nameless roster phone fragment was excluded.
Sudurpashchim Province,Doti,Purbichauki Rural Municipality,Government Services; Information & Inquiry,Completed,4,2026-09-02,2026-09-02,Official staff and contact-page sweep.
Sudurpashchim Province,Doti,Sayal Rural Municipality,Government Services; Health & Ambulance,Completed,29,2026-09-04,2026-09-04,Current official staff-directory expanded sweep.
Sudurpashchim Province,Achham,Mellekh Rural Municipality,Government Services; Ward Offices,Completed,10,2026-09-04,2026-09-04,Current official staff and elected-representative directory sweep.
Sudurpashchim Province,Achham,Chaurpati Rural Municipality,Ward Offices,Completed,4,2026-09-04,2026-09-04,Current official representative-directory gap sweep.
Sudurpashchim Province,Darchula,Duhun Rural Municipality,Government Services; Disaster & Rescue,Completed,10,2026-09-04,2026-09-04,Current official staff-directory expanded sweep.
Sudurpashchim Province,Darchula,Malikarjun Rural Municipality,Ward Offices,Completed,9,2026-09-04,2026-09-04,Current official elected-representatives directory sweep for Wards 7 and 8.
Sudurpashchim,Bajura,Jagannath Rural Municipality,Government Services; Health & Ambulance,In Progress,9,2026-09-04,,Added current official municipal staff-directory contacts.
Sudurpashchim,Bajura,Khaptad Chhededaha Rural Municipality,Government Services; Health & Ambulance; Women & Children; Disaster & Rescue; Ward Offices,In Progress,16,2026-09-04,,Added current official staff-directory contacts; one malformed published phone retained as Needs Review.
Sudurpashchim,Bajhang,Khaptadchhanna Rural Municipality,Government Services; Health & Ambulance; Women & Children; Information & Inquiry; Ward Offices,In Progress,24,2026-09-04,,Added full current official staff-directory roster and published spokesperson contact.
Sudurpashchim,Bajura,Gaumul Rural Municipality,Government Services; Health & Ambulance; Information & Inquiry,In Progress,5,2026-09-04,,Added missing current staff contacts and recorded a conflicting official IT-officer number for manual review.
Sudurpashchim,Bajura,Himali Rural Municipality,Government Services; Health & Ambulance; Information & Inquiry,In Progress,14,2026-09-04,,Added missing current official staff-directory contacts.
Sudurpashchim,Bajura,Triveni Municipality,Government Services; Health & Ambulance; Ward Offices,In Progress,10,2026-09-04,,Added current municipal branch chiefs and elected ward chairs.
Sudurpashchim,Bajura,Budhinanda Municipality,Government Services; Health & Ambulance; Information & Inquiry,In Progress,8,2026-09-04,,Added missing current official staff-directory contacts.
Sudurpashchim,Bajura,Swamikartik Khapar Rural Municipality,Government Services,In Progress,2,2026-09-04,,Added the two missing current official staff-directory contacts.
Sudurpashchim,Baitadi,Dilasaini Rural Municipality,Government Services; Ward Offices,In Progress,6,2026-09-04,,Added remaining page-two current staff-directory contacts.
Sudurpashchim,Baitadi,Shivanath Rural Municipality,Government Services; Ward Offices,In Progress,6,2026-09-04,,Added remaining page-two current staff-directory contacts.
Sudurpashchim,Bajhang,Jayaprithvi Municipality,Government Services; Health & Ambulance; Women & Children; Information & Inquiry,In Progress,18,2026-09-04,,Added full current official staff roster plus municipal leadership and information officer.
Sudurpashchim,Bajhang,Bungal Municipality,Government Services; Health & Ambulance; Women & Children; Information & Inquiry; Ward Offices,In Progress,26,2026-09-04,,Added complete current official staff directory.
Sudurpashchim,Bajhang,Bungal Municipality,Government Services; Ward Offices,In Progress,21,2026-09-04,,Added complete current elected-official directory.
Sudurpashchim,Bajhang,Surma Rural Municipality,Government Services; Health & Ambulance; Information & Inquiry; Ward Offices,In Progress,15,2026-09-04,,Added current official staff and executive roster contacts; malformed nine-digit roster value was excluded.
Sudurpashchim,Bajhang,Kedarsyun Rural Municipality,Government Services; Health & Ambulance; Information & Inquiry; Ward Offices,In Progress,28,2026-09-04,,"Added current municipal office, staff, and elected-official contact roster; one information-officer number conflict marked Needs Review."
Sudurpashchim,Bajhang,Masta Rural Municipality,Government Services; Information & Inquiry; Ward Offices; Disaster & Rescue,In Progress,19,2026-09-04,,Added current municipal and ward contacts plus disaster-plan committee contacts marked Needs Review for freshness.
Sudurpashchim,Bajhang,Talkot Rural Municipality,Government Services; Health & Ambulance; Women & Children; Information & Inquiry,In Progress,18,2026-09-04,,Added full current staff roster plus official executive and office contacts.
Sudurpashchim,Bajhang,Thalara Rural Municipality,Government Services; Health & Ambulance; Women & Children; Information & Inquiry,In Progress,19,2026-09-04,,"Added current municipal office, staff, and executive contacts."
Sudurpashchim,Bajhang,Chhabis Pathibhera Rural Municipality,Government Services; Health & Ambulance; Information & Inquiry,In Progress,24,2026-09-04,,Added complete current official roster and executive contacts; excluded malformed 11-digit driver number.
Sudurpashchim,Bajhang,Durgathali Rural Municipality,Government Services; Health & Ambulance; Women & Children; Information & Inquiry; Ward Offices,In Progress,22,2026-09-04,,"Added current municipal office, staff, executive, and ward-chair contacts."
Sudurpashchim,Bajhang,Bitthadchir Rural Municipality,Government Services; Health & Ambulance; Disaster & Rescue; Information & Inquiry,In Progress,17,2026-09-04,,"Added current official municipal office, staff, and executive contacts."
Sudurpashchim,Bajhang,Saipal Rural Municipality,Government Services; Information & Inquiry; Ward Offices,In Progress,11,2026-09-04,,Added current official portal contacts and three older DAO contacts marked Needs Review.
Sudurpashchim,Achham,Sanfebagar Municipality,Ward Offices,In Progress,7,2026-09-04,,Added missing current ward-office staff from official directory.
Sudurpashchim,Achham,Panchadewal Binayak Municipality,Government Services; Health & Ambulance; Women & Children; Information & Inquiry; Ward Offices,In Progress,17,2026-09-04,,"Added current official municipal office, staff, information, and elected-official contacts."
Sudurpashchim,Achham,Kamalbazar Municipality,Government Services; Health & Ambulance; Information & Inquiry,In Progress,27,2026-09-04,,Added current official staff roster contacts not already present.
Sudurpashchim,Achham,Chaurpati Rural Municipality,Government Services; Health & Ambulance; Information & Inquiry; Ward Offices; Electricity & Utilities,In Progress,21,2026-09-04,,Added current official staff absent from earlier local roster batch.
Sudurpashchim,Achham,Turmakhad Rural Municipality,Government Services; Ward Offices; Health & Ambulance; Disaster & Rescue; Information & Inquiry; Women & Children,In Progress,38,2026-09-04,,Added current official staff and elected-representative rosters from municipality pages.
Sudurpashchim,Achham,Ramaroshan Rural Municipality,Government Services; Health & Ambulance; Information & Inquiry,In Progress,7,2026-09-04,,Added missing current staff contacts from live municipal staff directory.
Sudurpashchim,Doti,Jorayal Rural Municipality,Government Services,In Progress,2,2026-09-04,,Added current leadership contacts from homepage.
Koshi Province,Dhankuta,Dhankuta Municipality,Government Services; Ward Offices; Health & Ambulance; Women & Children; Disaster & Rescue; Information & Inquiry; Government Complaints; Travel & Tourism,In Progress,51,2026-09-04,,Added first current official staff roster batch; records without published direct numbers excluded.
Koshi Province,Dhankuta,Dhankuta Municipality,Government Services; Ward Offices; Health & Ambulance; Women & Children; Police & Security; Electricity & Utilities; Travel & Tourism; Information & Inquiry,In Progress,49,2026-09-04,,Second current staff roster batch from municipality directory.
Koshi Province,Dhankuta,Pakhribas Municipality,Emergency Services; Police & Security; Hospitals; Health & Ambulance; Government Services; Ward Offices; Information & Inquiry; Women & Children,In Progress,40,2026-09-04,,Emergency panel and first current official staff roster batch.
Koshi Province,Dhankuta,Pakhribas Municipality,Government Services; Ward Offices; Hospitals; Health & Ambulance; Police & Security; Electricity & Utilities; Women & Children,In Progress,40,2026-09-04,,Second current official staff roster batch.
Koshi Province,Dhankuta,Sangurigadhi Rural Municipality,Government Services; Government Complaints; Ward Offices,Needs Review,8,2026-09-04,,Official site searched; no current public staff roster available in indexed pages.
Koshi Province,Dhankuta,Chaubise Rural Municipality,Government Services; Ward Offices,In Progress,11,2026-09-04,,Imported all direct-number entries on current official staff page.
Koshi Province,Dhankuta,Chhathar Jorpati Rural Municipality,Government Services; Ward Offices; Health & Ambulance; Information & Inquiry,In Progress,21,2026-09-04,,Current staff and elected-representative contacts from official municipality directories.
Koshi Province,Dhankuta,Shahidbhumi Rural Municipality,Government Services; Government Complaints; Information & Inquiry,In Progress,5,2026-09-04,,Added all current official staff records with direct published numbers.
Koshi Province,Dhankuta,Mahalaxmi Municipality,Government Services; Ward Offices; Women & Children; Information & Inquiry,In Progress,8,2026-09-04,,Added current core contacts from official municipality pages.
Koshi Province,Tehrathum,Chhathar Rural Municipality,Government Services; Health & Ambulance; Information & Inquiry,In Progress,11,2026-09-04,,Current official leadership and staff contacts with direct public numbers.
Koshi Province,Tehrathum,Phedap Rural Municipality,Government Services; Ward Offices; Information & Inquiry,In Progress,16,2026-09-04,,Current official staff and elected-representative contacts with direct public numbers.
Koshi Province,Tehrathum,Menchhayayem Rural Municipality,Government Services; Ward Offices; Information & Inquiry,In Progress,12,2026-09-04,,Current staff and elected-representative contacts from official municipality pages.
Koshi,Tehrathum,Aathrai Rural Municipality,"Batch: Government, Health, Ward, Women, Police & Inquiry",In Progress,67,2026-09-05,,Official staff directory batch imported; remaining priority categories require targeted source review.
Koshi,Tehrathum,Aathrai Rural Municipality,Batch: Elected Representatives and Ward Chairs,In Progress,15,2026-09-05,,"Official elected-representatives roster imported; emergency, utility and complaints sources remain to be checked."
Koshi,Tehrathum,Aathrai Rural Municipality,Batch: Priority Utility and Police Services,In Progress,4,2026-09-05,,"Official NEA and Nepal Police sources searched. No separately published official ambulance, fire, or water contact found in this pass."
Koshi,Tehrathum,Myanglung Municipality,Batch: Municipal and District Official Services,In Progress,12,2026-09-05,,"Official municipality, District Coordination Committee and District Administration sources imported. Further municipal staff/ward roster discovery remains pending."
Koshi,Tehrathum,Myanglung Municipality,"Batch: Hospital, Health, Utilities and District Services",In Progress,10,2026-09-05,,"Official hospital, NEA and District Administration sources imported. No official standalone ambulance or fire number located in this pass."
Koshi,Tehrathum,Myanglung Municipality,Batch: Municipal Staff Profiles,In Progress,7,2026-09-05,,Additional official municipal staff-profile contacts imported. Ward-specific current roster with numbers is still not published in the sources found.
Koshi,Tehrathum,Laligurans Municipality,"Batch: Staff, Ward Officials, Emergency and Municipal Services",In Progress,29,2026-09-05,,"Official municipality staff, elected officials and emergency numbers imported. Remaining utilities, complaints and tourism categories require targeted review."
Koshi,Tehrathum,Laligurans Municipality,Batch: Health and Police Follow-up,In Progress,3,2026-09-05,,Official health and police sources checked. Tourism source reviewed but excluded because the Basantapur branch location was not unambiguously identified as Tehrathum.
Koshi,Tehrathum,Chhathar Rural Municipality,"Batch: Ward Roster, Staff and Hospital",In Progress,32,2026-09-05,,"Official elected-official, staff and hospital sources imported. Ward member ward numbers were not published, so left blank."
Koshi,Taplejung,Phungling Municipality,"Batch: Municipal Leadership, Information and Complaints",In Progress,9,2026-09-05,,"Initial official municipal batch imported. Staff, ward, emergency, hospital and utility sources remain to be searched."
Koshi,Taplejung,Phungling Municipality,Batch: Municipal Staff and District Hospital,In Progress,32,2026-09-05,,"Official staff directory and government hospital document imported. Ward, emergency, police and utilities remain in progress."
Koshi,Taplejung,Phungling Municipality,"Batch: Ward 2, 3, 5, 7, 9 and 10 Offices",In Progress,31,2026-09-05,,"Official ward roster pages imported. Wards 1, 4, 6, 8 and 11 remain to be checked."
Koshi,Taplejung,Phungling Municipality,"Batch: Ward 1, 4, 6 and 8 Offices",In Progress,24,2026-09-05,,Official ward roster pages imported. Ward 11 did not expose a usable public roster in this search.
Koshi,Taplejung,Phungling Municipality,"Batch: Priority Utility, Rescue and Administration Services",In Progress,3,2026-09-05,,"Official NEA, Nepal Red Cross and District Administration sources imported. Police, ambulance and fire contacts remain to be searched."
Koshi,Taplejung,Mikwakhola Rural Municipality,"Batch: Municipal Executive, Information, Complaints and Ward Contacts",In Progress,10,2026-09-05,,"Official municipality leadership, officer, grievance and available ward-profile contacts imported. Health, police, ambulance, utilities and remaining ward records remain to be researched."
Koshi,Taplejung,Mikwakhola Rural Municipality,Ward Offices,Completed,5,2026-09-05,2026-09-05,Official municipality ward profiles searched. Direct public office contacts added for Wards 1-5.
Koshi,Taplejung,Mikwakhola Rural Municipality,Government Services - Municipal Office General Line,Needs Review,1,2026-09-05,,Older official procurement notice supplied municipal office contact numbers; currentness requires confirmation.
Koshi,Taplejung,Maiwakhola Rural Municipality,"Batch: Municipal Executive, Office Lines, Ward Spokesperson and Ambulances",In Progress,8,2026-09-05,,"Current official municipal website imported. Additional ward, health, police, utility and disaster contacts remain to be searched."
Koshi,Taplejung,Maiwakhola Rural Municipality,Batch: Current Municipal Staff Directory Page 1,In Progress,5,2026-09-05,,"Current official staff-directory contacts imported. Remaining staff page, elected and health pages pending."
Koshi,Taplejung,Maiwakhola Rural Municipality,Batch: Health Staff and Additional Municipal Staff,In Progress,12,2026-09-05,,Official health roster and current municipality role pages imported. Ward and remaining staff pages are next.
Koshi,Taplejung,Maiwakhola Rural Municipality,Ward Offices,Completed,5,2026-09-05,2026-09-05,Official elected-official directory searched. Direct public chairperson contacts now cover Wards 1-6.
Koshi,Taplejung,Maiwakhola Rural Municipality,Batch: Remaining Current Municipal Staff,In Progress,10,2026-09-05,,All additional current phone-bearing staff records visible on the official directory imported.
Koshi,Taplejung,Meringden Rural Municipality,"Batch: Municipal Executive, Staff, Health, Women and Municipal Police",In Progress,18,2026-09-05,,"Official municipal homepage and staff directory imported. Ward offices, ambulance, utilities and disaster services remain to be researched."
Koshi,Taplejung,Meringden Rural Municipality,Batch: Remaining Current Municipal Staff,In Progress,15,2026-09-05,,All additional current phone-bearing staff visible in official directory imported; staff with no published phone excluded.
Koshi,Taplejung,Phaktanglung Rural Municipality,"Batch: Executive, Ward Offices, Department Lines and Ambulance Service",In Progress,23,2026-09-05,,"Official municipality website imported with ward, service-branch and ambulance contacts. Ward Offices category is complete for Wards 1-7."
Koshi,Taplejung,Phaktanglung Rural Municipality,Ward Offices,Completed,0,2026-09-05,2026-09-05,Official municipality ward chair and secretary contact list covers Wards 1-7.
Koshi,Taplejung,Phaktanglung Rural Municipality,Batch: Remaining Current Municipal Staff,In Progress,17,2026-09-05,,"Official directory’s additional current, non-duplicate phone-bearing staff imported."
Koshi,Taplejung,Sidingwa Rural Municipality,Batch: Municipal Executive and Information Contacts,In Progress,5,2026-09-05,,"Official homepage and official procurement notice imported. Ward, health, ambulance and staff directories remain to be located."
Koshi,Taplejung,Sidingwa Rural Municipality,Batch: Current Municipal Staff Directory,In Progress,23,2026-09-05,,Current official staff-directory contacts imported. Published number 986646467479 retained exactly as written for health section chief and may need format review.
Koshi,Taplejung,Sidingwa Rural Municipality,Ward Offices,Completed,7,2026-09-05,2026-09-05,Current official elected-official directory searched; direct public chairperson contacts cover Wards 1-7.
Koshi,Taplejung,Sirijangha Rural Municipality,"Batch: Executive, Current Staff and Ward Contacts",In Progress,27,2026-09-05,,"Official home, staff and elected-official directories imported. Ward chair page omits ward mapping; records retained with blank Ward."
Koshi,Taplejung,Sirijangha Rural Municipality,"Batch: Executive, Current Staff and Ward Contacts",In Progress,16,2026-09-05,,"Official home, staff and elected-official directories imported. Ward chair page omits ward mapping; records retained with blank Ward."
Koshi,Taplejung,Sirijangha Rural Municipality,"Batch: Executive, Current Staff and Ward Contacts",In Progress,8,2026-09-05,,"Official home, staff and elected-official directories imported. Ward chair page omits ward mapping; records retained with blank Ward."
Koshi,Taplejung,Sirijangha Rural Municipality,"Batch: Executive, Current Staff and Ward Contacts",In Progress,0,2026-09-05,,"Official home, staff and elected-official directories imported. Ward chair page omits ward mapping; records retained with blank Ward."
Koshi,Taplejung,Pathivara Yangwarak Rural Municipality,Batch: Current official staff roster,In Progress,28,2026-09-05,,"Official roster imported; continue with elected officials, wards, emergency and utility coverage."
Koshi,Taplejung,Pathivara Yangwarak Rural Municipality,Batch: Current official staff roster,In Progress,28,2026-09-05,,"Official roster imported; continue with elected officials, wards, emergency and utility coverage."
Koshi,Panchthar,Hilihang Rural Municipality,Batch: Current municipal roster and ward contacts,In Progress,31,2026-09-06,,"Official municipal homepage, staff directory, elected-official directory and Ward 1, 3 and 5 pages searched. Continue with remaining wards and district emergency, health and utility services."
Koshi,Panchthar,Kummayak Rural Municipality,Batch: Current municipal staff and ward roster,In Progress,46,2026-09-06,,"Official municipal staff and elected-official directories searched. All five ward chairperson and ward secretary contacts were published; continue with emergency, police, hospital and utility services."
Koshi,Ilam,Phakphokthum Rural Municipality,Batch: municipal roster and district services,In Progress,34,2026-09-06,,Official municipal staff and officials roster; NEA and Nepal Police district service contacts added. Other categories remain to be researched.
Koshi,Ilam,Ilam Municipality,"Batch: municipal roster, wards and emergency services",In Progress,42,2026-09-06,,"Current official municipal staff, ward, emergency and public service contacts. More district service and hospital coverage remains."
Koshi,Ilam,Deumai Municipality,Batch: municipality and area administration,In Progress,16,2026-09-06,,"Current official municipality roster and Mangalbare Area Administration Office added; wards, health facilities, police and utilities remain."
Koshi,Ilam,Mai Municipality,Batch: official municipal roster and local services,In Progress,41,2026-09-06,,"Current official staff roster, ward secretaries, complaint, municipal police and ambulance driver contacts. Ward chairs and health facilities remain."
Koshi,Ilam,Chulachuli Rural Municipality,"Batch: official roster, health and public safety",In Progress,60,2026-09-06,,"Current municipal staff and officials added. District police, NEA and local ambulance verification remain."
Koshi,Ilam,Mangsebung Rural Municipality,"Batch: official roster, public services and emergency support",In Progress,65,2026-09-06,,"Official municipal staff, elected representatives, ambulance directory and NEA district contact added. Police, hospitals, disaster, tourism and full ward-office coverage remain."
Koshi,Ilam,Rong Rural Municipality,Batch: official municipal roster and ward leadership,In Progress,33,2026-09-06,,"Current official municipal staff and elected representatives added. Health facilities, ambulance, police, utilities, disaster and tourism remain."
Koshi,Ilam,Suryodaya Municipality,"Batch: official roster, emergency and municipal services",In Progress,35,2026-09-06,,"Official municipal roster, fire brigade, police contacts, complaint officer and public services added. Ward coverage, hospitals, ambulance, utilities, tourism and disaster response remain."
Koshi,Ilam,Mai Jogmai Rural Municipality,Batch: official municipal roster and elected representatives,In Progress,41,2026-09-09,,"Official roster, service contacts, current elected representatives, complaint, information and disaster staff added. Health facilities, ambulance, police, utilities, tourism and remaining ward coverage remain."
Koshi,Ilam,Sandakpur Rural Municipality,Batch: official leadership and municipal service contacts,In Progress,33,2026-09-09,,"Official office, CAO, information officer, animal service and full published representative roster added. Staff directory timed out; health, ambulance, police, utilities, tourism, disaster and ward secretary contacts remain."
Koshi,Panchthar,Phidim Municipality,"Batch: official roster, ward offices and public safety",In Progress,50,2026-09-09,,"Official municipal roster, ward secretaries, health, municipal police, disaster, women/children and public services added. Emergency hotlines, hospitals, ambulance, utilities, tourism and remaining wards remain."
Koshi,Taplejung,Phungling Municipality,Batch: official municipal contact and public roles,In Progress,21,2026-09-09,,"Current official office, information, complaint and spokesperson entries added alongside historic official role contacts marked Needs Review. Police, hospitals, current staff, utilities, ward offices, disaster and tourism remain."
Koshi,Taplejung,Aathrai Tribeni Rural Municipality,Batch: official roster and ward offices,In Progress,22,2026-09-09,,"Official municipal staff, health posts, elected leadership and ward contacts added. Ambulance, police, utilities, disaster, tourism and remaining service coverage remain."
Koshi,Udayapur,Triyuga Municipality,Batch: official municipal roster and public services,In Progress,35,2026-09-09,,"Official roster contacts added. Police, fire, ambulance, hospitals, utilities, ward offices, tourism and remaining disaster coverage remain."
